id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
381,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,
382,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,
383,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,
384,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0,
385,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,
386,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,
387,2,1,5,8,0,3,1,2,0.56,0.5303,0.88,0,
388,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,
389,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,
390,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,
391,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0,
392,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537,
393,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,
394,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,
395,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,
396,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,
397,3,0,9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,
398,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,
399,4,1,12,17,0,6,0,1,0.38,0.3939,0.87,0.1343,
400,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,
401,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,
402,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,
403,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,
404,2,0,5,6,0,0,0,2,0.52,0.5,1,0.1343,
405,2,1,5,3,0,0,0,1,0.54,0.5152,0.56,0.0896,
406,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,
407,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0,
408,4,1,12,18,0,0,0,3,0.36,0.3636,0.93,0.0896,
409,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,
410,3,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,
411,4,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,
412,2,0,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,
413,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,
414,2,1,4,22,0,0,0,1,0.5,0.4848,0.45,0,
415,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,
416,3,1,9,23,0,1,1,3,0.6,0.5152,0.94,0.2537,
417,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,
418,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,
419,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,
420,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,
421,2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,
422,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,
423,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,
424,2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,
425,4,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,
426,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,
427,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,
428,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,
429,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.194,
430,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,
431,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,
432,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,
433,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,
434,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.194,
435,3,1,7,14,0,1,1,1,0.8,0.7424,0.49,0.2239,
436,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,
437,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,
438,3,0,9,14,0,4,1,2,0.7,0.6667,0.79,0.3582,
439,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,
440,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0,
441,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,
442,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,
443,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,
444,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,
445,2,0,5,10,0,3,1,3,0.54,0.5152,0.88,0.2836,
446,2,1,5,21,0,2,1,1,0.62,0.5909,0.78,0.1343,
447,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,
448,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,
449,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,
450,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,
451,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,
452,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,
453,4,1,12,17,0,2,1,1,0.32,0.303,0.53,0.2239,
454,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,
455,3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,
456,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,
457,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,
458,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,
459,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,
460,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,
461,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,
462,2,1,5,12,0,4,1,1,0.6,0.6212,0.43,0.194,
463,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,
464,4,1,11,15,0,5,1,2,0.42,0.4242,0.38,0.1045,
465,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,
466,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,
467,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,
468,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,
469,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,
470,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0,
471,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,
472,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0,
473,4,1,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,
474,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,
475,2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,
476,3,1,7,18,0,2,1,1,0.76,0.697,0.55,0.2836,
477,2,1,5,1,0,3,1,2,0.6,0.5758,0.78,0.2537,
478,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,
479,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,
480,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,
481,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,
482,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,
483,1,0,1,3,0,6,0,1,0.24,0.2879,0.75,0,
484,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,
485,3,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,
486,3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,
487,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985,
488,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,
489,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,
490,2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,
491,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,
492,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,
493,4,1,11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,
494,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,
495,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,
496,1,0,2,1,0,3,1,1,0.1,0.1061,0.36,0.2239,
497,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,
498,2,1,6,12,0,3,1,1,0.86,0.803,0.47,0.1642,
499,4,1,12,14,0,0,0,2,0.38,0.3939,0.76,0.1343,
500,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,
501,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,
502,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,
503,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,
504,2,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,
505,3,0,9,9,0,6,0,1,0.64,0.5909,0.78,0.2985,
506,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,
507,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,
508,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0,
509,3,0,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,
510,2,1,5,11,0,6,0,1,0.7,0.6515,0.58,0.0896,
511,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,
512,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,
513,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,
514,4,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1343,
515,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,
516,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,
517,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,
518,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,
519,4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,
520,2,1,5,21,0,4,1,1,0.5,0.4848,0.42,0.194,
521,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,
522,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,
523,3,1,9,19,0,3,1,1,0.74,0.697,0.7,0.1642,
524,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,
525,1,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,
526,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,
527,2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045,
528,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,
529,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,
530,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,
531,3,1,6,2,0,3,1,1,0.56,0.5303,0.49,0.1343,
532,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,
533,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,
534,2,1,5,3,0,5,1,1,0.46,0.4545,0.41,0.2836,
535,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0,
536,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,
537,4,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,
538,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,
539,2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,
540,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,
541,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,
542,1,0,2,16,0,5,1,1,0.3,0.2879,0.28,0.194,
543,2,1,5,17,0,4,1,1,0.6,0.6212,0.31,0.3881,
544,4,0,10,22,0,0,0,1,0.3,0.3333,0.75,0,
545,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,
546,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,
547,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,
548,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0,
549,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,
550,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0,
551,3,0,9,19,0,1,1,2,0.56,0.5303,0.68,0.1045,
552,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,
553,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,
554,2,1,4,2,0,3,1,1,0.46,0.4545,0.51,0,
555,1,0,12,6,0,3,1,2,0.36,0.3788,0.87,0,
556,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0,
557,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,
558,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343,
559,3,0,9,10,0,2,1,3,0.56,0.5303,0.88,0.1642,
560,2,1,4,21,0,3,1,1,0.52,0.5,0.52,0.1343,
561,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,
562,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,
563,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,
564,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,
565,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,
566,4,1,10,17,0,6,0,1,0.46,0.4545,0.38,0.1642,
567,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0,
568,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,
569,4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,
570,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,
571,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,
572,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,
573,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,
574,1,0,2,14,0,6,0,3,0.22,0.2727,1,0,
575,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,
576,2,0,4,9,0,6,0,1,0.44,0.4394,0.51,0.3582,
577,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,
578,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,
579,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,
580,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,
581,4,1,11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,
582,2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0,
583,3,0,9,15,0,2,1,2,0.62,0.5909,0.78,0.1045,
584,2,1,5,9,0,2,1,2,0.56,0.5303,0.68,0.3582,
585,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0,
586,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,
587,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,
588,3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.194,
589,2,0,4,22,0,3,1,2,0.62,0.5606,0.88,0.3284,
590,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,
591,3,0,9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,
592,1,1,12,7,0,6,0,2,0.26,0.2424,0.7,0.1343,
593,2,1,4,20,0,5,1,1,0.46,0.4545,0.31,0.2836,
594,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,
595,2,0,3,8,0,4,1,2,0.24,0.2273,1,0.2537,
596,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,
597,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,
598,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0,
599,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,
600,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,
601,1,0,2,7,0,1,1,1,0.18,0.2424,0.86,0,
602,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,
603,2,1,6,6,0,1,1,3,0.52,0.5,0.88,0.1343,
604,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,
605,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,
606,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,
607,4,1,11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,
608,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,
609,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,
610,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045,
611,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,
612,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,
613,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,
614,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,
615,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,
616,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,
617,1,0,2,7,0,5,1,1,0.08,0.1667,0.73,0,
618,4,1,12,21,0,1,1,2,0.42,0.4242,0.94,0.1343,
619,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,
620,3,0,8,7,0,2,1,1,0.72,0.6667,0.61,0.2836,
621,3,0,9,2,0,2,1,2,0.54,0.5152,0.88,0.1642,
622,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,
623,2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,
624,2,1,5,8,0,2,1,2,0.52,0.5,0.94,0.2836,
625,4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,
626,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,
627,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,
628,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,
629,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0,
630,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,
631,3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,
632,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,
633,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,
634,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,
635,3,1,9,22,0,3,1,1,0.56,0.5303,0.64,0.0896,
636,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,
637,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,
638,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,
639,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,
640,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,
641,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,
642,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,
643,2,1,5,5,0,6,0,1,0.46,0.4545,0.67,0,
644,3,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,
645,4,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,
646,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,
647,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,
648,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,
649,3,1,7,13,0,2,1,1,0.8,0.7576,0.55,0.2836,
650,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,
651,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,
652,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,
653,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,
654,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,
655,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.194,
656,3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,
657,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,
658,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,
659,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,
660,4,1,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,
661,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,
662,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,
663,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,
664,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478,
665,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,
666,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0,
667,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,
668,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,
669,4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,
670,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0,
671,4,1,10,13,0,4,1,1,0.5,0.4848,0.31,0.1045,
672,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,
673,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,
674,2,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,
675,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,
676,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,
677,2,1,4,7,0,4,1,1,0.34,0.3333,0.49,0.194,
678,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,
679,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0,
680,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,
681,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,
682,3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,
683,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,
684,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,
685,2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,
686,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,
687,4,0,11,11,1,5,0,1,0.34,0.2879,0.42,0.4925,
688,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,
689,3,0,8,5,0,1,1,1,0.66,0.6061,0.83,0.1045,
690,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0,
691,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,
692,3,0,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,
693,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,
694,4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,
695,4,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,
696,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,
697,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,
698,3,0,9,5,0,2,1,1,0.56,0.5303,0.88,0,
699,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0,
700,4,1,11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,
701,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,
702,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,
703,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,
704,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,
705,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,
706,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,
707,2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0,
708,4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.194,
709,3,1,9,14,0,3,1,1,0.7,0.6364,0.37,0.1642,
710,2,1,5,6,0,1,1,3,0.56,0.5303,0.88,0.2985,
711,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,
712,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0,
713,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,
714,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,
715,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,
716,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,
717,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,
718,3,0,9,0,0,2,1,2,0.56,0.5303,0.73,0.1642,
719,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,
720,3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,
721,3,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,
722,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,
723,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,
724,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,
725,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,
726,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,
727,3,0,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,
728,4,1,12,12,0,2,1,3,0.48,0.4697,0.48,0.2537,
729,2,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,
730,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,
731,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,
732,1,1,12,9,0,6,0,1,0.26,0.2273,0.48,0.3881,
733,3,0,9,17,0,2,1,2,0.54,0.5152,0.88,0.3881,
734,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,
735,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0,
736,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,
737,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,
738,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,
739,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,
740,1,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,
741,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,
742,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,
743,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,
744,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,
745,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,
746,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,
747,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,
748,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,
749,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,
750,3,1,6,19,0,2,1,1,0.72,0.6515,0.28,0.2239,
751,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,
752,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,
753,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,
754,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,
755,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,
756,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,
757,3,0,9,20,0,0,0,1,0.74,0.697,0.7,0.2985,
758,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,
759,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,
760,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,
761,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,
762,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0,
